model_name,folder_name,model_dir_exists,layout,resolved_path,config_exists,main_weight_file,main_classifier_keys,sidecar_file,sidecar_classifier_keys,label_encoder_found,tokenizer_loaded,load_ok,missing_classifier_on_load,missing_keys,error
10_combined_best,combined_scrubbing_groupdro,True,nested_hf,/Users/natashaagapova/Documents/A-INNOPOLIS/A-THESIS/my-repository/notebooks/models/combined_scrubbing_groupdro/final,True,/Users/natashaagapova/Documents/A-INNOPOLIS/A-THESIS/my-repository/notebooks/models/combined_scrubbing_groupdro/final/model.safetensors,"classifier.bias, classifier.weight",,,True,True,True,False,,
