model_name,folder_name,model_dir_exists,layout,resolved_path,config_exists,main_weight_file,main_classifier_keys,sidecar_file,sidecar_classifier_keys,label_encoder_found,tokenizer_loaded,load_ok,missing_classifier_on_load,missing_keys,error
9_combined_scrub_gdro,bert_debiased_combo,True,hf_root,/Users/natashaagapova/Documents/A-INNOPOLIS/A-THESIS/my-repository/notebooks/models/bert_debiased_combo,True,/Users/natashaagapova/Documents/A-INNOPOLIS/A-THESIS/my-repository/notebooks/models/bert_debiased_combo/model.safetensors,"classifier.bias, classifier.weight",,,True,True,True,False,,
