model_name,smoothing,epochs,accuracy,macro_f1,worst_gap,macro_gap,model_dir
label_smoothing_eps01_3ep,0.1,3,0.605989110707804,0.6147726989593498,0.3411764705882353,0.11922516149262835,notebooks/models/challengers/label_smoothing_eps01_3ep
