model_name,method,kl_alpha,epochs,accuracy,macro_f1,worst_gap,macro_gap,model_dir
scrubbing_rdrop_alpha10_2ep,Data Scrubbing + R-Drop + sqrt_rw,1.0,2,0.6063520871143375,0.622049020599317,0.32352941176470584,0.1302166218350813,notebooks/models/challengers/scrubbing_rdrop_alpha10_2ep
