gender,18–21,22–25,26–35,36–50,50+,<18,Unknown
Female,0.01806427077391139,0.07282753375166381,0.37098307663053814,0.13177410154021676,0.005894656778855296,0.00019015021867275147,0.40026621030614185
Male,0.013278901798932305,0.04867435287784307,0.34507200215333544,0.17038266564981383,0.01269570678749271,0.0005831950114395945,0.40931317572114306
