supercategory,frac_rows
backend_general_dev,0.7317546583850931
generic_it_ops,0.6900741350906096
it_governance_leadership,0.6165116934347703
project_product,0.6882106523040096
sales_account,0.61399416909621
sysadmin_devops_network,0.7506347479143997
tech_support_helpdesk,0.5759905381431106
technical_specialized,0.6636391159551922
web_frontend,0.6862549800796812
