source_run,rows,ok_rows,median_flip,best_flip,best_swap_f1
70_batch,10,8,0.07304900181488203,0.0,0.6206270877990566
72_restored,2,2,0.0625226860254083,0.0618874773139745,0.6011648284423201
c10_challengers,5,5,0.0867513611615245,0.0577132486388384,0.6229579754516105
