family,model_name,model_path,accuracy,macro_f1,overall_flip_rate,status,error,flip_Москва,flip_Екатеринбург,flip_Новосибирск,flip_Краснодар,flip_Воронеж
adversarial,restored_adversarial,/Users/natashaagapova/Documents/A-INNOPOLIS/A-THESIS/my-repository/notebooks/results/two-models-restore/restored_models/adversarial,0.574410163339383,0.5942314793308253,0.06188747731397459,ok,,0.016333938294010888,0.039927404718693285,0.03321234119782214,0.03248638838475499,0.02250453720508167
attr_reg,restored_attr_reg,/Users/natashaagapova/Documents/A-INNOPOLIS/A-THESIS/my-repository/notebooks/results/two-models-restore/restored_models/attr_reg,0.5833030852994555,0.6011648284423201,0.06315789473684211,ok,,0.020145190562613432,0.039564428312159707,0.035934664246823955,0.036297640653357534,0.0279491833030853
