row_id,model_name,display_name,track,macro_f1,worst_gap,overall_flip_rate,balance_score
17,bert_scrubbing,Data Scrubbing,main,0.6105665172611873,0.30000000000000004,0.0,0.8918647601386908
3,bert_focal_loss,Focal Loss,main,0.6134318484078286,0.3294117647058824,0.06896551724137931,0.6306945296445683
1,bert_9classes_final,Baseline,main,0.621,0.329,0.07713248638838476,0.626146377569407
10,bert_label_smoothing,Label Smoothing,main,0.6080545461159175,0.3294117647058824,0.10725952813067151,0.5076715653299942
2,bert_gdro_eta01_2ep,GroupDRO η=0.1,main,0.552505752091434,0.2647058823529411,0.11578947368421053,0.5038458735785546
19,bert_oversample_only,Oversampling,main,0.611462531934235,0.3583333333333333,0.10036297640653358,0.4673395159490983
21,bert_debiased_combo,Combined Scrub + GroupDRO,main,0.4807757968361364,0.4058823529411764,0.0,0.3333333333356944
